name,category,time
Oana Irina Tarcea-Otoiu,Women,00:38:46
Victor Petrindean,Men,00:38:46
Raluca Alecusan,Women,00:38:48
Petronela Lacatusu,Women,00:38:49
Ciprian Sarbu,Men,00:38:49
Adriana Mustea,Women,00:38:50
Alexandra Bogdanescu,Women,00:38:50
Sergiu-Gabriel Poliec,Men,00:38:51
Anna Tabacu,Women,00:38:52
Lucian Tothezan,Men,00:38:53
Valer Simina,Men,00:38:53
Ramona Baisan,Women,00:38:58
Florin Gules,Men,00:38:59
Livius-Andrei Veres,Men,00:39:00
Ancuta Chiorean,Women,00:39:01
Alexandru - Constantin Gut,Men,00:39:05
Doru Dirjan,Men,00:39:07
Bogdan Lucaciu,Men,00:39:09
Rares Hurgoiu,Men,00:39:11
Lucian Precup,Men,00:39:11
Adrian Nagy,Men,00:39:13
Cristian Raul Silaghi,Men,00:39:15
Ciprian Zaharie,Men,00:39:15
Ioan Cimpeanu,Men,00:39:19
Catalin Roman,Men,00:39:19
Roxana Andone,Women,00:39:22
Marius Andone,Men,00:39:22
Anca Bucuta,Women,00:39:22
Ioana Basso,Women,00:39:24
Melinda Puscas,Women,00:39:25
Marius Husar-Vastag,Men,00:39:28
Paul Gradinaru,Men,00:39:28
Claudiu Dorin Bratosin,Men,00:39:29
Eduard Benedek,Men,00:39:29
Cosmin Georgiu,Men,00:39:29
Razvan Bonta,Men,00:39:34
Sidonia Cacovean,Women,00:39:36
Ionut Muntean,Men,00:39:36
Iulia Boca,Women,00:39:37
George Catalin Gabor,Men,00:39:39
Ruxandra Boldea,Women,00:39:39
Andrada Neamtu,Women,00:39:40
Ioana Guttman,Women,00:39:40
Bogdan Magdas,Men,00:39:46
Razvan Corujan,Men,00:39:46
Cristian Stoian,Men,00:39:47
Nicolae Chilimari,Men,00:39:48
Mircea Muresan,Men,00:39:49
Oana Colda,Women,00:39:52
Simion Soporan,Men,00:39:52
Alina Costisor,Women,00:39:55
Dan Harlav,Men,00:39:56
Andrei Laza,Men,00:39:56
Ionut Ghior,Men,00:39:57
Lucian Surdu,Men,00:39:58
Lorand Eros,Men,00:39:59
Tiberiu Rus,Men,00:40:00
Petru Ilea,Men,00:40:01
Zsuzsa Suto,Women,00:40:02
Dan-Mihai Puscas,Men,00:40:03
Jolan Gaspar,Women,00:40:04
Cristina Vladica,Women,00:40:05
Rares Pop,Men,00:40:06
Mona Balint,Women,00:40:07
Emilia Suteu,Women,00:40:09
Iulia Maria Costin,Women,00:40:09
Bogdan Gavril,Men,00:40:10
Ioana Vrajitoriu,Women,00:40:10
Oliver Santha,Men,00:40:11
Zsolt Temesvary,Men,00:40:14
Alpar Bocsardi,Men,00:40:14
Liviu Codrut Enache,Men,00:40:15
Tudor Suhan,Men,00:40:19
Pastita Oana,Women,00:40:20
Mihaela Giorgiana Dogaru,Women,00:40:20
Andrei Tudor,Men,00:40:24
Adela Josan,Women,00:40:24
Calin Horvat,Men,00:40:26
Raluca Vanca,Women,00:40:29
Alex Sincovita,Men,00:40:30
Alexandra Pacurar,Women,00:40:34
Marius Baraian,Men,00:40:37
Petre Bandici,Men,00:40:37
Norbert Hunyadi,Men,00:40:37
Filip Haragus,Men,00:40:39
Radu Pop,Men,00:40:39
Adrian-Calin Santa,Men,00:40:41
Dragos Platon,Men,00:40:42
Anca Rus,Women,00:40:42
Ioan Giurgiu,Men,00:40:42
Calin Condor,Men,00:40:42
Razvan Marian Brais,Men,00:40:43
Muntenescu Alexandra,Women,00:40:43
Anca Maria Fernaga,Women,00:40:44
George Vele,Men,00:40:45
Gabriela Homan,Women,00:40:46
Dorin Pop,Men,00:40:48
Tudor Jeler,Men,00:40:50
Catalin David,Men,00:40:52
Paul Filipan,Men,00:40:52
Corneliu Nicolae Dragosin,Men,00:40:53
Istvan Richard Varga,Men,00:40:56
Roland Aczberger,Men,00:40:56
Calin Mihai Cimpan,Men,00:40:58
Bogdan Gliga,Men,00:40:59
Ioana Hudrea,Women,00:41:00
Andrei Popa,Men,00:41:00
Isabela Simion,Women,00:41:02
Cristina Baltan,Women,00:41:02
Alex Girda,Men,00:41:04
Roxana Poenar,Women,00:41:06
Attila Fustos Gurszki,Men,00:41:07
Vitalie Mititelu,Men,00:41:07
Adrian Hangan,Men,00:41:07
Laslo Emil,Men,00:41:07
